cc_num,first,last,trans_num,trans_date,trans_time,unix_time,category,merchant,amt,merch_lat,merch_long,is_fraud
4483020000000.0,Helen,Strong,970753ec76dbed47025c4abe7bbd7269,2016-07-24T00:00:00.000+05:30,12:16:50,1469362610,shopping_net,Medhurst PLC,128,36.951354,-108.170061,0
675985000000.0,Rebecca,Brown,246c95e6021fe8e38f900edcd4b00347,2016-07-24T00:00:00.000+05:30,13:18:05,1469366285,kids_pets,Hilpert-Conroy,93,44.766183,-75.150412,0
675985000000.0,Rebecca,Brown,e4a5e845d39bbd8d48ea09e26b12be08,2016-07-24T00:00:00.000+05:30,14:02:13,1469368933,shopping_net,Kuhic LLC,107,44.765511,-75.145621,0
6011780000000000.0,Jennifer,Harvey,d6c8b7a55f481149e131d1e64fee1e96,2016-07-24T00:00:00.000+05:30,14:10:07,1469369407,gas_transport,"Eichmann, Bogan and Rodriguez",203,36.704207,-89.756822,0
6011780000000000.0,Jennifer,Harvey,988e2cd38623df9843124e4774cf10ac,2016-07-24T00:00:00.000+05:30,14:17:41,1469369861,kids_pets,Bogisich-Weimann,89,36.697991,-89.777612,0
4361650000000000.0,Kimberly,Hudson,fb81753afb5a2769c414e027f6bec893,2016-07-24T00:00:00.000+05:30,14:41:20,1469371280,gas_transport,"Greenholt, Jacobi and Gleason",91,41.690127,-74.675177,0
4641000000000000.0,Tiffany,Russell,44e8454b6d780d3f99b893376f807db9,2016-07-24T00:00:00.000+05:30,15:07:21,1469372841,misc_pos,Herzog Ltd,147,42.169198,-92.172864,0
5157600000000000.0,Stephanie,Martin,ef76aeed3a073cd3d277e920985099f7,2016-07-24T00:00:00.000+05:30,15:41:47,1469374907,grocery_pos,Kuhic Inc,167,27.420432,-98.832751,0
4641000000000000.0,Tiffany,Russell,4849f27fa5203b44e85b0492a26d3bb7,2016-07-24T00:00:00.000+05:30,16:04:34,1469376274,health_fitness,"Brown, Homenick and Lesch",79,42.155331,-92.16743,0
6011780000000000.0,Jennifer,Harvey,102e100e6e9682e4b09f3ed0b93814af,2016-07-24T00:00:00.000+05:30,16:49:16,1469378956,home,Terry Ltd,151,36.69149,-89.773126,0
4483020000000.0,Helen,Strong,82173bd02a50c634851099b59dca7ca0,2016-07-24T00:00:00.000+05:30,17:23:36,1469381016,home,Jakubowski Inc,121,36.956313,-108.164706,0
4170240000000000.0,Rebecca,Trujillo,4907afdabb0bbb4f47caee30f07fccec,2016-07-24T00:00:00.000+05:30,17:28:54,1469381334,misc_pos,Gislason Group,82,45.939177,-106.650871,0
675985000000.0,Rebecca,Brown,dabbc9762a5bd991c7dc8f7e38d99f6e,2016-07-24T00:00:00.000+05:30,18:55:43,1469386543,misc_pos,Wisozk and Sons,61,44.763883,-75.155372,0
4641000000000000.0,Tiffany,Russell,7010da3316ade20613832c8e86cb2b68,2016-07-24T00:00:00.000+05:30,18:56:51,1469386611,shopping_net,Terry-Huel,43,42.16718,-92.150722,0
4641000000000000.0,Tiffany,Russell,da0def3b2cc2363dfeaa04733d3724ee,2016-07-24T00:00:00.000+05:30,19:51:12,1469389872,gas_transport,Torp-Labadie,76,42.161782,-92.148263,0
4641000000000000.0,Tiffany,Russell,274d5925eb450799dedb3b437e09791f,2016-07-24T00:00:00.000+05:30,20:01:26,1469390486,entertainment,Effertz LLC,190,42.158677,-92.163896,0
4641000000000000.0,Tiffany,Russell,78f97eda221339ce2883c303ebd71f46,2016-07-24T00:00:00.000+05:30,21:25:46,1469395546,grocery_pos,Bauch-Raynor,90,42.155274,-92.157725,0
4641000000000000.0,Tiffany,Russell,37f41fc6ec2e3ca53ea78fc03e00534e,2016-07-24T00:00:00.000+05:30,21:33:02,1469395982,home,Beier and Sons,79,42.150065,-92.167758,0
4170240000000000.0,Rebecca,Trujillo,50f2f3cf679b310bdd0953dc0bc37a50,2016-07-24T00:00:00.000+05:30,21:39:12,1469396352,gas_transport,Harris Inc,148,45.921617,-106.620471,0
5157600000000000.0,Stephanie,Martin,1e44e8d6d04e21f4cf1a384c0de48822,2016-07-24T00:00:00.000+05:30,22:02:31,1469397751,kids_pets,Bode-Schuster,93,27.434049,-98.831734,0
4641000000000000.0,Tiffany,Russell,4fe03f72093d79c5dadfab3e87230f64,2016-07-24T00:00:00.000+05:30,22:04:16,1469397856,gas_transport,Conroy-Cruickshank,146,42.144567,-92.180936,0
4641000000000000.0,Tiffany,Russell,07b6b191c2dc563c67804e2e01548694,2016-07-24T00:00:00.000+05:30,22:05:47,1469397947,shopping_net,Kerluke-Abshire,78,42.145404,-92.172596,0
5157600000000000.0,Stephanie,Martin,eec90960ff1475588571bc3bc8526c4b,2016-07-24T00:00:00.000+05:30,22:20:57,1469398857,home,"Windler, Goodwin and Kovacek",130,27.428195,-98.846654,0
6011780000000000.0,Jennifer,Harvey,4fdc5b4fb4d6a1eb73b8772d87b563dc,2016-07-24T00:00:00.000+05:30,22:32:03,1469399523,grocery_pos,Bradtke PLC,56,36.695932,-89.7718,0
4641000000000000.0,Tiffany,Russell,fba64a3c0e425dc11e6b159da3cef67e,2016-07-24T00:00:00.000+05:30,23:16:50,1469402210,grocery_pos,Bailey-Morar,203,42.152798,-92.16327,0
4641000000000000.0,Tiffany,Russell,dfc6ca0d133623913db102c1c985a685,2016-07-24T00:00:00.000+05:30,23:53:40,1469404420,misc_pos,McCullough LLC,60,42.161747,-92.154426,0
5157600000000000.0,Stephanie,Martin,5d72c587fee5df3f979341354d0de38a,2016-07-25T00:00:00.000+05:30,02:10:33,1469412633,health_fitness,"Hermiston, Pacocha and Smith",126,27.439855,-98.835623,0
675985000000.0,Rebecca,Brown,a443d3bb5cd0711e6b2d41556b7a1cba,2016-07-25T00:00:00.000+05:30,03:25:29,1469417129,shopping_pos,Friesen Inc,188,44.752552,-75.131062,0
5157600000000000.0,Stephanie,Martin,f626d3e7bcadabd512b1d7a7c3d3a2bc,2016-07-25T00:00:00.000+05:30,06:24:41,1469427881,personal_care,Wilkinson LLC,68,27.434752,-98.827143,0
5157600000000000.0,Stephanie,Martin,d1b0234586506c2e978fb543881c0b30,2016-07-25T00:00:00.000+05:30,06:58:28,1469429908,shopping_pos,"Daugherty, Pouros and Beahan",101,27.443322,-98.828605,0
675985000000.0,Rebecca,Brown,1582a877ae3314819cac502153d39c74,2016-07-25T00:00:00.000+05:30,09:58:59,1469440739,personal_care,Kub PLC,43,44.783164,-75.144448,0
675985000000.0,Rebecca,Brown,1073997b69dee7d4d3c7fdafe636276a,2016-07-25T00:00:00.000+05:30,10:17:29,1469441849,shopping_pos,Hickle Group,97,44.778237,-75.142668,0
5157600000000000.0,Stephanie,Martin,2cfa0ce0c07294a996dfbe0b0725d879,2016-07-25T00:00:00.000+05:30,12:20:34,1469449234,food_dining,Kuphal-Toy,98,27.44396,-98.824123,0
6011780000000000.0,Jennifer,Harvey,11f85de47d4f9c43ba452f459d33abe6,2016-07-25T00:00:00.000+05:30,12:34:26,1469450066,shopping_net,"Kihn, Abernathy and Douglas",118,36.701992,-89.757784,0
4361650000000000.0,Kimberly,Hudson,d832f56c4adddfce4182948d3761f576,2016-07-25T00:00:00.000+05:30,12:49:41,1469450981,misc_pos,Dickinson-Rempel,138,41.688865,-74.680773,0
4483020000000.0,Helen,Strong,19245b9b12ff4cf1ca5bd8cd140322c3,2016-07-25T00:00:00.000+05:30,12:56:43,1469451403,shopping_net,Schmidt and Sons,77,36.940834,-108.172247,0
4361650000000000.0,Kimberly,Hudson,222dc8ea03db36bf6f590f870b95bfd5,2016-07-25T00:00:00.000+05:30,13:02:45,1469451765,kids_pets,Bednar PLC,57,41.685722,-74.685891,0
675985000000.0,Rebecca,Brown,291c53849feecd722438b9c0d4115192,2016-07-25T00:00:00.000+05:30,14:55:09,1469458509,entertainment,"Parker, Nolan and Trantow",84,44.755011,-75.149537,0
4170240000000000.0,Rebecca,Trujillo,41a58b5362d46fc44dc0cbe0c2f3cd3d,2016-07-25T00:00:00.000+05:30,15:23:14,1469460194,gas_transport,Rodriguez Group,186,45.918121,-106.62557,0
4361650000000000.0,Kimberly,Hudson,3f4cd4761f85fcc70a7e125aa018c8f4,2016-07-25T00:00:00.000+05:30,16:56:56,1469465816,shopping_net,"Heathcote, Yost and Kertzmann",51,41.686075,-74.656148,0
675985000000.0,Rebecca,Brown,d89c3742a57d3ea7ad7113739a0df944,2016-07-25T00:00:00.000+05:30,17:17:10,1469467030,shopping_net,"Kuhic, Bins and Pfeffer",92,44.782432,-75.138711,0
675985000000.0,Rebecca,Brown,e8e992de1653a8d6b4cf5f96da503b2c,2016-07-25T00:00:00.000+05:30,17:20:58,1469467258,travel,Fritsch LLC,142,44.779368,-75.14515,0
5157600000000000.0,Stephanie,Martin,1ac004b69583142d1cef3960105a3358,2016-07-25T00:00:00.000+05:30,17:47:05,1469468825,grocery_pos,Wolf Inc,46,27.415363,-98.835795,0
4361650000000000.0,Kimberly,Hudson,93f7b18d6e609296eebd5898ee52a624,2016-07-25T00:00:00.000+05:30,20:03:49,1469477029,shopping_net,"Schmeler, Bashirian and Price",61,41.688332,-74.68107,0
6011780000000000.0,Jennifer,Harvey,9cd68dc593bfc3d495c28ecc97ea9143,2016-07-25T00:00:00.000+05:30,21:25:35,1469481935,grocery_pos,Kilback LLC,75,36.698385,-89.756663,0
4641000000000000.0,Tiffany,Russell,c978b59370a38c599e70233129d22413,2016-07-25T00:00:00.000+05:30,21:27:14,1469482034,home,Collier LLC,92,42.157182,-92.169025,0
4361650000000000.0,Kimberly,Hudson,83dd754078ab97d9d63197fd5180e6e7,2016-07-25T00:00:00.000+05:30,22:43:32,1469486612,kids_pets,Berge-Hills,207,41.684885,-74.682206,0
4483020000000.0,Helen,Strong,f5f79779cbe1a66bedbcba8cc71de186,2016-07-25T00:00:00.000+05:30,22:54:29,1469487269,gas_transport,"Jenkins, Hauck and Friesen",63,36.957811,-108.162077,0
4641000000000000.0,Tiffany,Russell,4c960e8c83a86c9de5f27f65bb22990f,2016-07-25T00:00:00.000+05:30,23:49:11,1469490551,grocery_pos,Stracke-Lemke,91,42.155709,-92.176747,0
4170240000000000.0,Rebecca,Trujillo,df3dd894b1359e3ee4fa3160c29f7dd9,2016-07-25T00:00:00.000+05:30,23:54:39,1469490879,misc_pos,Flatley Group,231,45.938307,-106.636638,0
4170240000000000.0,Rebecca,Trujillo,0bee3c8daaac02cf0d90a4f2dadd6ace,2016-07-26T00:00:00.000+05:30,02:18:55,1469499535,shopping_pos,"Baumbach, Strosin and Nicolas",121,45.943491,-106.63681,0
6011780000000000.0,Jennifer,Harvey,338f01d9ade7af3a018430a0e5f2b057,2016-07-26T00:00:00.000+05:30,04:04:24,1469505864,misc_net,Bednar Group,69,36.685083,-89.766907,0
675985000000.0,Rebecca,Brown,b2af6b84d9ccc268197986973cd071ae,2016-07-26T00:00:00.000+05:30,04:42:21,1469508141,misc_net,Koelpin and Sons,44,44.758392,-75.140359,0
4641000000000000.0,Tiffany,Russell,6e5f6dd751b40cffd8caf307fc7fddb0,2016-07-26T00:00:00.000+05:30,08:45:23,1469522723,shopping_pos,"Douglas, Schneider and Turner",35,42.175883,-92.155547,0
675985000000.0,Rebecca,Brown,705a4910dc7f44355ece36e9ea631a28,2016-07-26T00:00:00.000+05:30,09:37:14,1469525834,shopping_pos,"Quitzon, Green and Bashirian",61,44.762772,-75.141153,0
675985000000.0,Rebecca,Brown,e1d51ac28cabf06ed81c9ef85d56e4bb,2016-07-26T00:00:00.000+05:30,09:38:59,1469525939,shopping_pos,"Watsica, Haag and Considine",81,44.785262,-75.152322,0
4170240000000000.0,Rebecca,Trujillo,ded77b6c18c87276fcf37979625b7fb8,2016-07-26T00:00:00.000+05:30,11:54:05,1469534045,shopping_pos,Kris-Padberg,189,45.923849,-106.639542,0
675985000000.0,Rebecca,Brown,3ec729c8e0d816a82243735fb07ce66a,2016-07-26T00:00:00.000+05:30,12:13:40,1469535220,food_dining,OKeefe-Wisoky,207,44.761446,-75.142205,0
4641000000000000.0,Tiffany,Russell,28188fbf83eb2126bc77ad503316d79d,2016-07-26T00:00:00.000+05:30,13:05:37,1469538337,grocery_pos,Deckow-OConner,75,42.15528,-92.165353,0
5157600000000000.0,Stephanie,Martin,194c35b2b57cb77cec0a7a052e332b85,2016-07-26T00:00:00.000+05:30,13:10:47,1469538647,kids_pets,Berge-Hills,189,27.445424,-98.825778,0
5157600000000000.0,Stephanie,Martin,29576785405c52d67b835d820d805995,2016-07-26T00:00:00.000+05:30,13:17:12,1469539032,gas_transport,"Raynor, Feest and Miller",62,27.417763,-98.852801,0
6011780000000000.0,Jennifer,Harvey,6cf5fa08c6775defe898f3bccdca5ead,2016-07-26T00:00:00.000+05:30,13:18:43,1469539123,grocery_pos,Kunze Inc,80,36.688186,-89.76625,0
4170240000000000.0,Rebecca,Trujillo,835a536f29202ed99b00da4a5e949bf3,2016-07-26T00:00:00.000+05:30,13:19:49,1469539189,food_dining,Kihn-Schuster,272,45.948087,-106.65289,0
4483020000000.0,Helen,Strong,cfa393fc910e55104a75f713d9747d21,2016-07-26T00:00:00.000+05:30,14:06:39,1469541999,gas_transport,Emard Inc,148,36.952314,-108.164683,0
4170240000000000.0,Rebecca,Trujillo,aa20157b91970b4aa26efc0b69efb236,2016-07-26T00:00:00.000+05:30,14:40:18,1469544018,home,"Denesik, Powlowski and Pouros",77,45.940649,-106.651392,0
4170240000000000.0,Rebecca,Trujillo,38c0e1df88bf4e8afc66e8122a068238,2016-07-26T00:00:00.000+05:30,15:23:58,1469546638,home,"OReilly, Mohr and Purdy",83,45.941898,-106.621775,0
4641000000000000.0,Tiffany,Russell,1d2f2a129d78eec09e376a10e3136583,2016-07-26T00:00:00.000+05:30,16:03:21,1469549001,misc_pos,"Boehm, Predovic and Reinger",49,42.174181,-92.162834,0
4641000000000000.0,Tiffany,Russell,9f57a5bb571fc6fef91fa50140bc0644,2016-07-26T00:00:00.000+05:30,16:08:26,1469549306,misc_pos,Spencer-Runolfsson,45,42.151633,-92.152841,0
4361650000000000.0,Kimberly,Hudson,c2a1dbc1e642fa35ec607391d176671d,2016-07-26T00:00:00.000+05:30,16:32:46,1469550766,shopping_net,Volkman-Predovic,72,41.668404,-74.669869,0
4483020000000.0,Helen,Strong,6bd60e2a9e02f27c9df9498b7439aeba,2016-07-26T00:00:00.000+05:30,19:42:45,1469562165,home,"Denesik, Powlowski and Pouros",55,36.97291,-108.171492,0
4641000000000000.0,Tiffany,Russell,522c2daee782440a07baf2ce24cc485a,2016-07-26T00:00:00.000+05:30,20:51:55,1469566315,misc_pos,"Yost, Block and Koepp",149,42.163714,-92.172959,0
5157600000000000.0,Stephanie,Martin,75ec82893ec6db6678631b2bc25ef843,2016-07-26T00:00:00.000+05:30,22:18:41,1469571521,kids_pets,Cartwright PLC,106,27.421552,-98.821959,0
4483020000000.0,Helen,Strong,9d41c2abd11ee7e787a7de0cd7dd0ee2,2016-07-26T00:00:00.000+05:30,22:58:35,1469573915,home,OConnell-Ullrich,77,36.959316,-108.182439,0
5157600000000000.0,Stephanie,Martin,cbf1c9cbee591f9e1a4353b4cf1f9b82,2016-07-26T00:00:00.000+05:30,23:50:34,1469577034,gas_transport,"Schaefer, Maggio and Daugherty",97,27.441961,-98.849683,0
5157600000000000.0,Stephanie,Martin,49e062dcfed1dcebfbe95bae38c894d7,2016-07-27T00:00:00.000+05:30,00:18:53,1469578733,health_fitness,"Hills, Hegmann and Schaefer",79,27.442568,-98.844999,0
4641000000000000.0,Tiffany,Russell,849475dc27cd984da431fc3b45b0ffa4,2016-07-27T00:00:00.000+05:30,01:36:48,1469583408,shopping_pos,Botsford Ltd,115,42.172164,-92.148247,0
6011780000000000.0,Jennifer,Harvey,ae2560354289de731345cd5d98df2e50,2016-07-27T00:00:00.000+05:30,02:03:46,1469585026,grocery_net,Wuckert-Walter,116,36.704406,-89.755375,0
6011780000000000.0,Jennifer,Harvey,c5e5c2d00f21e1da51c567c6449d3c25,2016-07-27T00:00:00.000+05:30,02:22:45,1469586165,grocery_net,Cummings Group,149,36.690375,-89.785965,0
4641000000000000.0,Tiffany,Russell,0cd2ed095c4e5387ea30ef97c37bff83,2016-07-27T00:00:00.000+05:30,05:11:27,1469596287,personal_care,Shanahan-Lehner,213,42.165531,-92.148937,0
675985000000.0,Rebecca,Brown,d44c353bf226476232e2e5ddd516d1a1,2016-07-27T00:00:00.000+05:30,09:04:02,1469610242,shopping_pos,Hermann and Sons,106,44.758044,-75.155684,0
4170240000000000.0,Rebecca,Trujillo,13561bdcca0035f51d03cdffd94bd6a9,2016-07-27T00:00:00.000+05:30,09:11:47,1469610707,personal_care,Kub PLC,146,45.942519,-106.629485,0
5157600000000000.0,Stephanie,Martin,3b2ade76c5a425bcb12a097c6f84e564,2016-07-27T00:00:00.000+05:30,09:20:26,1469611226,grocery_net,Wuckert-Walter,93,27.427288,-98.828585,0
4641000000000000.0,Tiffany,Russell,1eca2f2e84e7e1379187930b564190a9,2016-07-27T00:00:00.000+05:30,09:47:42,1469612862,misc_net,Kerluke PLC,40,42.146229,-92.168148,0
4483020000000.0,Helen,Strong,1ac165568807a06b9d0ad08fe2b95fa6,2016-07-27T00:00:00.000+05:30,12:12:14,1469621534,shopping_net,"Romaguera, Cruickshank and Greenholt",125,36.967923,-108.164536,0
675985000000.0,Rebecca,Brown,9679628655dde696248b45f5795fbedd,2016-07-27T00:00:00.000+05:30,12:21:34,1469622094,gas_transport,Ledner-Pfannerstill,63,44.783818,-75.125352,0
675985000000.0,Rebecca,Brown,77f088e493255f09dc91461b0287c9b7,2016-07-27T00:00:00.000+05:30,12:31:26,1469622686,grocery_pos,OKeefe-Hudson,81,44.765154,-75.127123,0
4170240000000000.0,Rebecca,Trujillo,5761556f465c7f7ba0a8782e738e20e6,2016-07-27T00:00:00.000+05:30,12:57:44,1469624264,entertainment,"Cormier, Stracke and Thiel",51,45.938912,-106.632202,0
5157600000000000.0,Stephanie,Martin,a5fca204a15855d3bb0b63c3ff533078,2016-07-27T00:00:00.000+05:30,13:57:49,1469627869,kids_pets,Nolan-Williamson,231,27.438443,-98.850723,0
5157600000000000.0,Stephanie,Martin,2638758733e774d59c35bd431b7b5f8a,2016-07-27T00:00:00.000+05:30,14:04:35,1469628275,home,Lynch-Wisozk,100,27.432224,-98.84404,0
675985000000.0,Rebecca,Brown,39fee3fdfd69283b59921fede216c89d,2016-07-27T00:00:00.000+05:30,14:43:07,1469630587,misc_pos,"Wintheiser, Dietrich and Schimmel",199,44.774515,-75.142244,0
4641000000000000.0,Tiffany,Russell,8b3b99b9f60888e45b34541be4475e76,2016-07-27T00:00:00.000+05:30,14:49:42,1469630982,food_dining,Abernathy and Sons,123,42.155133,-92.171832,0
6011780000000000.0,Jennifer,Harvey,e8987e7ed8a8a83f6b4a9386eacc69e1,2016-07-27T00:00:00.000+05:30,16:55:21,1469638521,gas_transport,"Streich, Hansen and Veum",46,36.69261,-89.768513,0
4170240000000000.0,Rebecca,Trujillo,68ce19b5e33bf39804a31e7cf05188ea,2016-07-27T00:00:00.000+05:30,17:03:31,1469639011,entertainment,Dare-Marvin,59,45.950601,-106.619962,0
5157600000000000.0,Stephanie,Martin,259e0ad0aeefdc62f49240215a1c2434,2016-07-27T00:00:00.000+05:30,17:57:36,1469642256,entertainment,"Effertz, Welch and Schowalter",258,27.445353,-98.83452,0
5157600000000000.0,Stephanie,Martin,9a96042ba200ef42834b451b5463e386,2016-07-27T00:00:00.000+05:30,18:11:19,1469643079,grocery_pos,"Huel, Hammes and Witting",52,27.413071,-98.824038,0
4641000000000000.0,Tiffany,Russell,07270b26fc0681dd7c9e88eee923c5a6,2016-07-27T00:00:00.000+05:30,18:34:41,1469644481,kids_pets,"Streich, Rolfson and Wilderman",46,42.17458,-92.148894,0
4170240000000000.0,Rebecca,Trujillo,f4a6bd9236612237b2d0059450288154,2016-07-27T00:00:00.000+05:30,18:54:45,1469645685,entertainment,Lind-Buckridge,174,45.929469,-106.643231,0
4641000000000000.0,Tiffany,Russell,e05a326d1c2029ccc07d58fd9c021ca7,2016-07-27T00:00:00.000+05:30,19:17:07,1469647027,entertainment,Beier LLC,70,42.169576,-92.180251,0
4641000000000000.0,Tiffany,Russell,ce4ce8026ab285977fb5a95999eb1c95,2016-07-27T00:00:00.000+05:30,19:34:40,1469648080,gas_transport,"Schaefer, Maggio and Daugherty",128,42.168338,-92.175002,0
4361650000000000.0,Kimberly,Hudson,4eaa66d6bbcffea795c471af3d5efb3b,2016-07-27T00:00:00.000+05:30,20:15:12,1469650512,food_dining,Bernhard-Lesch,233,41.674454,-74.673206,0
4170240000000000.0,Rebecca,Trujillo,cb52f42f27f4eec8935ce48b7d7bda63,2016-07-27T00:00:00.000+05:30,20:47:29,1469652449,shopping_net,"Reichert, Rowe and Mraz",95,45.928106,-106.625891,0
4641000000000000.0,Tiffany,Russell,f9760daed0e43027522efa7b1eaf1001,2016-07-27T00:00:00.000+05:30,21:45:27,1469655927,health_fitness,Thompson-Gleason,49,42.168364,-92.171701,0
4641000000000000.0,Tiffany,Russell,8840032bbb61ebbfaab396fa5094066a,2016-07-27T00:00:00.000+05:30,23:19:39,1469661579,shopping_net,Lemke-Gutmann,232,42.154652,-92.174062,0
6011780000000000.0,Jennifer,Harvey,31c89be64e4720a47845b4a60c2f2e95,2016-07-27T00:00:00.000+05:30,23:35:12,1469662512,food_dining,Bechtelar-Rippin,136,36.699939,-89.758277,0
4170240000000000.0,Rebecca,Trujillo,38b8ee61e13e7a3e8f0bf6237400286d,2016-07-28T00:00:00.000+05:30,02:31:15,1469673075,shopping_pos,"Willms, Kris and Bergnaum",216,45.921205,-106.643237,0
4641000000000000.0,Tiffany,Russell,ee34dad79a2e20d14a1f9c041947068e,2016-07-28T00:00:00.000+05:30,03:11:51,1469675511,shopping_pos,"Daugherty, Pouros and Beahan",68,42.156682,-92.179401,0
4641000000000000.0,Tiffany,Russell,99204e56a267f43adc4fb44235438460,2016-07-28T00:00:00.000+05:30,04:31:03,1469680263,health_fitness,"Klocko, Runolfsdottir and Breitenberg",209,42.146957,-92.154408,0
4641000000000000.0,Tiffany,Russell,9c1325f4d1702ffa064114604c6b3203,2016-07-28T00:00:00.000+05:30,09:05:16,1469696716,shopping_pos,Barrows PLC,68,42.1463,-92.178823,0
4641000000000000.0,Tiffany,Russell,7f3aa9b0fe41ab8ae10096786cca455f,2016-07-28T00:00:00.000+05:30,11:44:52,1469706292,grocery_net,Ortiz Group,220,42.168351,-92.168072,0
5157600000000000.0,Stephanie,Martin,dd0ba2f5f0a1357411ab6584d962797e,2016-07-28T00:00:00.000+05:30,12:08:09,1469707689,misc_pos,Turcotte-Halvorson,82,27.431734,-98.821386,0
675985000000.0,Rebecca,Brown,abfe7515d24e0f93cd6d73d3fc926abc,2016-07-28T00:00:00.000+05:30,13:33:09,1469712789,health_fitness,Jacobi Inc,85,44.767676,-75.127346,0
4170240000000000.0,Rebecca,Trujillo,3d773e87bdc4039dd937c63bcc2d6dd4,2016-07-28T00:00:00.000+05:30,13:34:04,1469712844,kids_pets,"Roberts, Daniel and Macejkovic",177,45.933285,-106.648244,0
675985000000.0,Rebecca,Brown,2c60370905ac1c9d5b18f372ac88c691,2016-07-28T00:00:00.000+05:30,13:40:37,1469713237,home,Kutch-Wilderman,133,44.773492,-75.143273,0
4170240000000000.0,Rebecca,Trujillo,653ce3ba2a2e96cea5f1e16a61754949,2016-07-28T00:00:00.000+05:30,14:12:55,1469715175,gas_transport,Friesen-Stamm,144,45.932723,-106.624718,0
4170240000000000.0,Rebecca,Trujillo,4f12dcbe9efdd6842c0451dfacab79e6,2016-07-28T00:00:00.000+05:30,15:32:04,1469719924,misc_pos,Eichmann-Russel,116,45.943046,-106.639838,0
6011780000000000.0,Jennifer,Harvey,fa8a9db7e5094eb09f886c81087089e1,2016-07-28T00:00:00.000+05:30,15:47:36,1469720856,misc_pos,Buckridge PLC,105,36.693243,-89.771065,0
4483020000000.0,Helen,Strong,2994f27270fe522fbc63049a05ca72d6,2016-07-28T00:00:00.000+05:30,16:03:30,1469721810,kids_pets,Weimann-Lockman,81,36.945811,-108.175766,0
